user,result,apply_dt,close_dt,update_ts,duration,description,id
cloudy_1234,进行中,2015-02-24,,2015-05-04 2:58,,"老公citi,女方SP 月薪水2600，来新6年多，先私立学校毕业，后上班3年多，之前自己单独申请，一直悲剧，希望这次可以成功。",meta/pr/2020-07-11/2015-05-04 2:58_cloudy_1234.json
bluenote,进行中,2015-03-25,2016-12-31,2015-05-03 9:38,647 days,硕士，来新工作一年，经理，单独申请。,meta/pr/2020-07-11/2015-05-03 9:38_bluenote.json
micky,进行中,2015-04-27,2016-04-27,2015-05-03 17:35,366 days,制造业 来新一年 Spass,meta/pr/2020-07-11/2015-05-03 17:35_micky.json
彼岸,失败,2014-12-01,2015-02-14,2015-05-01 14:58,75 days,"S PASS ,毕业BCA 学院 ，基本工资3700 来新近五年。第一次申请失败，第二次二月刚被拒。",meta/pr/2020-07-11/2015-05-01 14:58_彼岸.json
good,失败,2014-12-27,2015-04-30,2015-04-30 11:32,124 days,单身 NTU MSC 11毕业，薪水4000左右，SP. 希望通过,meta/pr/2020-07-11/2015-04-30 11:32_good.json
underwood,失败,2015-01-10,2015-04-25,2015-04-27 0:40,105 days,"30 years old, degree from 985 211, msc from NTU, R&D Engineer in German company, S Pass, basic 3600, 3 years working exp in SG",meta/pr/2020-07-11/2015-04-27 0:40_underwood.json
popopipi,通过,2014-12-10,2015-03-30,2015-04-24 9:40,110 days,2008年9月来新，2014年POLY毕业，历时3个月10天。SP，薪水2200，工作五个月申请。没有交税单，没有老板推荐信，没有补交任何材料。,meta/pr/2020-07-11/2015-04-24 9:40_popopipi.json
duangduang,通过,2014-02-28,2015-04-06,2015-04-23 1:11,402 days,"男方公民，女方来新2年半，14年2月申请6月被拒，当时女方没工作，depend男方申请的。6月拿LTVP，找到工作，月薪1800，11月去重新申请，ICA Officer建议appeal, 于是写了信和推荐信，12月份上交，15年4月批。",meta/pr/2020-07-11/2015-04-23 1:11_duangduang.json
iris,失败,2014-12-13,2015-04-14,2015-04-21 6:19,122 days,以前被拒一次，NUS Master， 985本科毕业， 来新工作3年，EP月薪3000， 单身,meta/pr/2020-07-11/2015-04-21 6:19_iris.json
rrjj,通过,2014-12-27,2015-03-18,2015-04-20 3:42,81 days,2007年3月来新，2014年SMU毕业，历时2个月20天。EP，薪水3500，工作3个月申请。没有交税单，没有老板推荐信，没有补交任何材料。,meta/pr/2020-07-11/2015-04-20 3:42_rrjj.json
cc,通过,2015-01-17,2015-04-20,2015-04-20 1:39,93 days,来新一年半家庭申请，三个月通过。女方主申请人，27岁，薪水10k+，国内本科，part time在读公立master。男方29岁，薪水4k+，国内本科，full time 公立master刚毕业，公司都是500强。,meta/pr/2020-07-11/2015-04-20 1:39_cc.json
SMCH,失败,2014-12-12,2015-04-17,2015-04-18 8:14,126 days,"丈夫EP 3年, 小妹 LOC 文職，家庭總月入6300。 2013年尾第一次申請拒絕 204年12月再申請，仍然失敗。",meta/pr/2020-07-11/2015-04-18 8:14_SMCH.json
wulin0841,通过,2014-10-25,2015-04-10,2015-04-14 9:28,167 days,POLY+工作S$2080.00+S PASS,meta/pr/2020-07-11/2015-04-14 9:28_wulin0841.json
best_yi,进行中,2015-01-02,,2015-04-14 2:07,,2014 poly 毕业，工作三个月申请，工资2200，补交工资单了，补交出生证明。,meta/pr/2020-07-11/2015-04-14 2:07_best_yi.json
singtel-0085,通过,2014-10-08,2015-04-10,2015-04-10 5:52,184 days,"本地poly毕业,工作7个月,月薪$2200, 在政府医院做工.",meta/pr/2020-07-11/2015-04-10 5:52_singtel-0085.json
law yan chee,失败,2015-04-10,,2015-04-10 2:07,,虽然我是拿work permit薪水1300到1400左右，但是因为时间表经常调换的关系。我想要提升多点技能。。希望能拿到pr之后能找份稳定的工作继续深造。。,meta/pr/2020-07-11/2015-04-10 2:07_law yan chee.json
snowdirft,上诉中,2013-12-26,,2015-04-08 2:08,,13年12月26日第二次申请，14年9月28被拒，14年11月中appeal 家庭申请 男银行业咨询公司basic 6800 SMU Master 来新4年。女 loc 会计 2700 来新9年 私立大学本科毕业 儿子13年年底新加坡出生 等的好烦躁，今天登条件在这边，希望赶紧有结果,meta/pr/2020-07-11/2015-04-08 2:08_snowdirft.json
chsty,进行中,2014-12-03,,2015-03-30 2:48,,"NUS Bachelor, EP, 工资5400， 交了四个月的工资单。目前着急换工作急等PR, 求保人品",meta/pr/2020-07-11/2015-03-30 2:48_chsty.json
LOVELY MOLLY,通过,2014-11-25,2015-03-28,2015-03-30 0:40,123 days,女，来新四年，SP，金融，2200+，国内本科，已婚，29岁,meta/pr/2020-07-11/2015-03-30 0:40_LOVELY MOLLY.json
santorini cat,失败,2014-10-02,2015-03-26,2015-03-26 9:57,175 days,"单身女，独生子女，SMU master, 来新两年半，在新工作一年，月薪3.3K，公司/教授推荐信，自荐信。不出意外地被拒了。。",meta/pr/2020-07-11/2015-03-26 9:57_santorini cat.json
snail,进行中,2014-11-29,,2015-03-25 5:48,,"EP, basic salary: 4000, 2012年来新，一年NUS Master，国内985本科，本科毕业后国企工作3年，今年31, 男, single, 非独生子女.",meta/pr/2020-07-11/2015-03-25 5:48_snail.json
pacok,失败,2014-07-17,2015-03-23,2015-03-23 9:12,249 days,"工资S$6000, NUS Master, 27岁，单身， 国内top 10 本科，工作三年， IT，杯具，正在查询怎么申诉",meta/pr/2020-07-11/2015-03-23 9:12_pacok.json
Skeeter,通过,2014-10-17,2015-03-13,2015-03-16 2:09,147 days,TP 女生 21岁 SP 独身子女 申请5个月批准,meta/pr/2020-07-11/2015-03-16 2:09_Skeeter.json
BRIAN,通过,2014-10-21,2015-03-03,2015-03-16 12:23,133 days,夫妻一起申请，男主，男27：1年master+4年工作共5年。工资4K + ，女26：poly+私立本科，在新7年，工资4k，申请时both EP. 结婚3年，感觉夫妻一起申请成功几率会大。 祝大家好运！,meta/pr/2020-07-11/2015-03-16 12:23_BRIAN.json
XYM,通过,2014-11-25,2015-01-28,2015-03-14 17:02,64 days,SM1，04-05中三中四-olevel，06-07JC-alevel，09-13年5月NTU毕业，14年3月开始工作，EP工资2200,meta/pr/2020-07-11/2015-03-14 17:02_XYM.json
Boon,通过,2014-07-07,2015-01-23,2015-03-13 3:30,200 days,护士，24岁，单身，在新加坡工作一年7个月，底薪2400，月薪大概2900-3000,meta/pr/2020-07-11/2015-03-13 3:30_Boon.json
Chenpg,通过,2014-10-14,2015-03-13,2015-03-13 2:12,150 days,"来新三年半. Poly毕业, 日资物流公司, SP, 独生子, 单身,",meta/pr/2020-07-11/2015-03-13 2:12_Chenpg.json
凯蒂,进行中,2014-07-03,,2015-03-12 7:07,,大马人，来新工作2年三个月，单身，薪金2.6k，英国大学文凭，上市公司，我等了好久了，都还是pending，希望近期内可以得到好消息。,meta/pr/2020-07-11/2015-03-12 7:07_凯蒂.json
ppbb,通过,2014-04-17,2015-03-11,2015-03-12 14:50,328 days,家庭共同申请，男方主，国内211本科，来新工作四年。女方国内本科，全职照顾三岁儿子，来新一年半。申请五个月被拒，再appeal，期间补交了升职信和加薪后的工资单，半年后终于批准了，希望各位还在努力的朋友不要放弃。,meta/pr/2020-07-11/2015-03-12 14:50_ppbb.json
xiong,上诉中,2014-08-28,,2015-03-11 7:39,,S pass 薪水2400 老公来新10年老婆来新5年 一家三口一起申请 2014年12月被拒 2015年一月中上诉,meta/pr/2020-07-11/2015-03-11 7:39_xiong.json
高华,进行中,2014/11/27,,2015-03-10 12:05,,,meta/pr/2020-07-11/2015-03-10 12:05_高华.json
rilly,通过,2014-07-04,2015-03-06,2015-03-06 4:07,245 days,"poly毕业, aus degree. S pass, Salary2200+， 工作6个月申请 8个月，终于等到",meta/pr/2020-07-11/2015-03-06 4:07_rilly.json
chuck,失败,2014-08-01,2015-02-10,2015-03-05 6:31,193 days,国内Top 2 ，NUS master，工作三年，$6000＋ ，IT,meta/pr/2020-07-11/2015-03-05 6:31_chuck.json
123,进行中,2014-04-17,,2015-03-05 2:36,,"27，本科, 薪水2520. 来新7年，工作4年。 根公司申请，到5个月时ICA来信问要不要改去老公名下申请,再次根老公（PR）一起提交，还在等待中。",meta/pr/2020-07-11/2015-03-05 2:36_123.json
Little Scorpio,进行中,2015-2-6,,2015-03-03 4:14,,女，P1，美资500强，来新11个月申请，带儿子和老公，,meta/pr/2020-07-11/2015-03-03 4:14_Little Scorpio.json
Eden,失败,2014-10-10,2015-01-30,2015-03-03 10:01,112 days,国内本科，来新两年半，EP，薪水4500，公司推荐信,meta/pr/2020-07-11/2015-03-03 10:01_Eden.json
SILVER,进行中,2015-02-10,,2015-02-24 9:17,,"15年2月ROM结婚，老公SC,工资7000+，本人LTVP 10天批下来，本人目前无业无孩子。",meta/pr/2020-07-11/2015-02-24 9:17_SILVER.json
zimubishi,进行中,2015-01-06,,2015-02-17 3:09,,"NUS 2012年毕业master，申请时来新3年半， 半导体行业机械工程师，basic 3700, 第二次申请，第一次四个月闪拒",meta/pr/2020-07-11/2015-02-17 3:09_zimubishi.json
Abundance yueyue,进行中,2015-02-16,,2015-02-17 2:33,,在新4年大学毕业，工作后申请。,meta/pr/2020-07-11/2015-02-17 2:33_Abundance yueyue.json
浮萍一片,通过,2013-12-24,2014-06-27,2015-02-15 17:45,185 days,SM3 basic 2900 涨薪 3000更新 工作四个月申请，历时半年批准 制造业,meta/pr/2020-07-11/2015-02-15 17:45_浮萍一片.json
ccl,通过,2014-04-17,2015-02-03,2015-02-10 8:02,292 days,来新3年，工程师，EP，月薪3500，学士毕业。第一次于2013年三月申请，失败。第二次于2014年四月，等了九个月才收到通知,meta/pr/2020-07-11/2015-02-10 8:02_ccl.json
THK,通过,2014-09-02,2015-02-10,2015-02-10 14:22,161 days,国内文科985本科、硕士，女，申请时未婚，来新刚好四年，月薪basic 2000多，总共3500+。4年间有一段时间不在新加坡，在申请时有注明原因，今天查看网上进程，竟然approved了。历时5个月多一点儿。希望大家都能如愿！,meta/pr/2020-07-11/2015-02-10 14:22_THK.json
Sherry,通过,2014-10-03,2015-01-30,2015-02-06 2:27,119 days,"来新5年，NTU本科，MOE奖学金，工作三个月申请，EP, 工资3300",meta/pr/2020-07-11/2015-02-06 2:27_Sherry.json
xj,通过,2014-11-10,2015-01-31,2015-02-01 2:24,82 days,"女，RP毕业,22，上班6个月时申请，昨天查通过",meta/pr/2020-07-11/2015-02-01 2:24_xj.json
Max,失败,2014-06-13,2014-11-03,2015-01-29 5:21,143 days,"国内211本科工程类 ；24岁； 来新3年 ； Project Engineer, Oil/Gas ； Basic S$ 2,910 , Monthly S$3,500 ； 第二次申请， 第一次一年半之前 （Basic S$2，010 ）。 Gods Glory Bless Me !",meta/pr/2020-07-11/2015-01-29 5:21_Max.json
道兰,通过,2014-08-29,2015-01-16,2015-01-25 8:34,140 days,"男, 来新五年半, NAFA 3+1 Degree, EP, S$3600.",meta/pr/2020-07-11/2015-01-25 8:34_道兰.json
wny,通过,2014-05-29,2015-01-09,2015-01-18 15:30,225 days,IT engineer，国内211 master， 工作五年后来新加坡。两年半后夫妻申请。薪水8000+,meta/pr/2020-07-11/2015-01-18 15:30_wny.json
毛毛,通过,2014-04-01,2015-01-17,2015-01-17 6:37,291 days,"manager , 8000 + ,single, 2 years when PR applied",meta/pr/2020-07-11/2015-01-17 6:37_毛毛.json
zoeychen,通过,2014-07-11,,2015-01-09 2:50,,"NAFA DIPLOMA, 工作一年半, 工资1900. 等了半年 终于批了。。。",meta/pr/2020-07-11/2015-01-09 2:50_zoeychen.json
zhidan,通过,2014-06-16,2014-12-25,2014-12-30 2:40,192 days,国内本，NTU 硕，工作4年，4.8K ，前3次申请均失败,meta/pr/2020-07-11/2014-12-30 2:40_zhidan.json
ng chern chian,,,,2014-12-25 5:35,,,meta/pr/2020-07-11/2014-12-25 5:35_ng chern chian.json
漫长的等待,,2015-03-02,,2014-12-19 12:18,,"老公PR,帮女方申请pr，现在持ltvp,14年中结婚，老公nus毕业，来新将近10年，工作2年，工资3200。女方工作加读书来新5年。",meta/pr/2020-07-11/2014-12-19 12:18_漫长的等待.json
htmin,通过,2013-10-01,2014-12-15,2014-12-17 9:47,440 days,4 year in SG,meta/pr/2020-07-11/2014-12-17 9:47_htmin.json
旅途漫漫,通过,2014-08-22,2014-12-11,2014-12-15 7:17,111 days,"Ngee Ann poly, 工作1年+, basic$2200,S Pass, 单身",meta/pr/2020-07-11/2014-12-15 7:17_旅途漫漫.json
奕芙,通过,2014-05-08,2014-12-08,2014-12-08 17:38,214 days,Poly毕业，Spass， 月薪2300，女生。,meta/pr/2020-07-11/2014-12-08 17:38_奕芙.json
Timer,通过,2014-05-07,2014-11-19,2014-11-19 14:56,196 days,"Poly13年毕业, 申请半年批了, 周围的同学也都得了. 工资2500但basic才2000",meta/pr/2020-07-11/2014-11-19 14:56_Timer.json
王茜,,2014-05-15,,2014-11-12 4:23,,,meta/pr/2020-07-11/2014-11-12 4:23_王茜.json
DJ,失败,2014-05-14,2014-09-24,2014-11-09 13:54,133 days,国内本二，来新5年半，E pass， basic5000＋,meta/pr/2020-07-11/2014-11-09 13:54_DJ.json
Guanzicn,,2014-10-31,,2014-10-30 14:59,,国内大学本科，来新工作5Y+,meta/pr/2020-07-11/2014-10-30 14:59_Guanzicn.json
王燕,,20130903,2014-10-30,2014-10-30 10:06,,"工作4年, 薪水1800。老公新加坡人。",meta/pr/2020-07-11/2014-10-30 10:06_王燕.json
brightsky,失败,2014-07-09,2014-10-27,2014-10-27 11:49,110 days,NTU master 来新两年，工作一年多，薪水刚到3500，碰碰运气了,meta/pr/2020-07-11/2014-10-27 11:49_brightsky.json
7897688,通过,2014-01-19,2014-10-02,2014-10-25 13:46,256 days,"政府中学+Poly,diploma,S Pass，工资2000+. 来新7年。工作8个月申请，审批了快9个月，通过，自己申请的。 和姐姐一起申请，她的没到6个月通过了，我最后是等了9个月，实在受不了了，发邮件问，过几天就下来了。。。要是不问的话不知道何年月。",meta/pr/2020-07-11/2014-10-25 13:46_7897688.json
KK W,失败,2013-12-31,2014-10-20,2014-10-20 3:52,293 days,国内211本科毕业 31岁 公司持有人-股东之一 薪水6K (BASIC) 第二次申请 打算上诉,meta/pr/2020-07-11/2014-10-20 3:52_KK W.json
Ricky,通过,2014-01-19,,2014-10-14 5:12,,lg是新加坡PR，新加坡本地私立大专学历，月薪8000+.我跟孩子拿DP申请，6月10号收到补充材料的信。lg来新超过10年，我5年多。10月14号终于批了。,meta/pr/2020-07-11/2014-10-14 5:12_Ricky.json
Anonymous,失败,2014-05-14,2014-10-04,2014-10-14 2:11,143 days,"EP Q1 pass, $4000, IT行业。国内重点本科，NUS part-time硕士。来新3年。工作2年。配偶NTU在读博士。第二次申请被拒。 独生子女。听小道消息说，ICA不喜欢独生子女，因为容易把父母带过来。所以列了这个信息。建议大家也附上以供后人参考",meta/pr/2020-07-11/2014-10-14 2:11_Anonymous.json
Dction,通过,2014-03-29,2014-10-02,2014-10-09 5:09,187 days,O水准后Poly毕业，工资2300，SP，来新加坡快6年,meta/pr/2020-07-11/2014-10-09 5:09_Dction.json
北极熊,通过,2014-02-15,2014-10-07,2014-10-07 7:18,234 days,本地Poly毕业9个月交申请，工作8个月。月薪2000，销售工作。 历时7个月零3个礼拜,meta/pr/2020-07-11/2014-10-07 7:18_北极熊.json
xlxl,通过,2014-05-14,2014-10-07,2014-10-07 4:56,146 days,"big 4 auditor, 来新9年, SM1, basic pay 2850, Employment pass,本地初中，本地jc，NTU本科",meta/pr/2020-07-11/2014-10-07 4:56_xlxl.json
Mei ling,上诉中,2014-09-28,2014-12-31,2014-09-28 11:42,94 days,"Insurance industry with COMGI & HI Certificate, work in Singapore 3 plus year, salary $2200",meta/pr/2020-07-11/2014-09-28 11:42_Mei ling.json
iRealChen,,2014-09-22,,2014-09-25 14:21,,"male, NUS degree, Semicon company. 3400 basic, start work from June 30, applied with 2 months pay slips",meta/pr/2020-07-11/2014-09-25 14:21_iRealChen.json
yenny,通过,2014-04-14,2014-09-17,2014-09-24 3:55,156 days,来新2年多，老公今年1月拿到的PR。第一次申请失败，第二次申请，5个月通过,meta/pr/2020-07-11/2014-09-24 3:55_yenny.json
Q,通过,2014-05-31,2014-08-08,2014-09-16 12:57,69 days,"NAFA DIPLOMA, S PASS, 工作1年5个月，月薪： 2100－2300",meta/pr/2020-07-11/2014-09-16 12:57_Q.json
Atomicw,通过,2014-02-21,2014-08-28,2014-09-14 15:56,188 days,"NUS PhD, 公司工作刚满6个月申请，未婚，来新6年+",meta/pr/2020-07-11/2014-09-14 15:56_Atomicw.json
Oinky,通过,2014-01-10,2014-08-30,2014-09-13 1:54,232 days,女，工作5个月申请。来新6年。O LEVEL到POLY。S PASS。,meta/pr/2020-07-11/2014-09-13 1:54_Oinky.json
Oinnk,通过,2014-01-10,2014-08-30,2014-09-12 19:09,232 days,poly女，护士，工作5个月申请，1月提交8月最后一天批准。历时7个多月。,meta/pr/2020-07-11/2014-09-12 19:09_Oinnk.json
Wind,通过,2014-03-08,2014-09-08,2014-09-08 15:43,184 days,"来新五年，NUS的PhD, 现在NUS的research fellow，EP，工资4000，老婆来新四年，sp，工资3000+。",meta/pr/2020-07-11/2014-09-08 15:43_Wind.json
Hong,通过,2014-01-29,2014-09-01,2014-09-04 16:16,215 days,理工毕业 银行工作 薪水2050 来新5年多,meta/pr/2020-07-11/2014-09-04 16:16_Hong.json
Written in Python,通过,2014-04-23,2014-08-28,2014-09-03 8:50,127 days,"NUS 2013年毕业, SM3 2008年底来新,一等荣誉学位,a*star工作, S$3650, 4个月通过",meta/pr/2020-07-11/2014-09-03 8:50_Written in Python.json
henryxy,通过,2013-08-26,2014-08-11,2014-09-01 8:24,350 days,个人申请。本地PHD，在新加坡一个研究所工作，做scientist，在新加坡生活4年半。历时一年，通过。中间交了家庭材料。,meta/pr/2020-07-11/2014-09-01 8:24_henryxy.json
Simon,通过,2014-06-23,2014-09-01,2014-09-01 13:02,70 days,SM1，来新近12年。O level + A level + NUS本硕连读。工作一年，底薪$3500,meta/pr/2020-07-11/2014-09-01 13:02_Simon.json
lsjtony,通过,2013-12-13,2014-08-20,2014-08-26 5:16,250 days,"2011年7月来新，国大Master。2012年底毕业开始工作, 申请时工作一年, 行业：offshore engineering，薪水：$3300，前几天刚刚更新薪水到3700就批了。自己是主申请人，有提交老婆PR的资料。祝大家好运。",meta/pr/2020-07-11/2014-08-26 5:16_lsjtony.json
QIAN,,2014-3-25,,2014-08-25 3:26,,老公和孩子都是新人，12年12月21日来新。家庭主妇,meta/pr/2020-07-11/2014-08-25 3:26_QIAN.json
LYF,通过,2014-03-19,2014-08-06,2014-08-06 10:00,140 days,"2005年获得过PR, 2008放弃回国。 2010年再来新加坡工作，2011年申请但没有通过。 今年（2014年）3月再次申请，8月刚通过。 这次申请通过的情况如下： 职位：Project Manager, 薪水：$3300, 学历：NAFA Diploma. 公司老板推荐信。",meta/pr/2020-07-11/2014-08-06 10:00_LYF.json
Just ask,通过,2013-08-05,2014-07-15,2014-08-06 0:07,344 days,"一家三口一起申请。申请时的情况：老公国内硕士，来新4年，收入3.5k+, EP，主申请人；老婆国内本科，来新3年，收入3K+, WP；儿子2012年11月康生出生，DP，一直在新。12年六七月曾申请一次，四个月被拒。这次pending 11个月+，通过。",meta/pr/2020-07-11/2014-08-06 0:07_Just ask.json
xfxwle,通过,2014-03-18,2014-07-29,2014-08-01 6:13,133 days,工资2800，中学来坡9年，ntu本科毕业,meta/pr/2020-07-11/2014-08-01 6:13_xfxwle.json
David,失败,2014-02-12,2014-04-28,2014-07-29 8:15,75 days,EP， 来新2年， $4500，IT 高级工程师，已婚，一个女儿，被拒，是回国的，到家第一天上ica一查，就被拒了，不知道是不是跟离境有关系〜〜准备明年2月再以一家三口申请， 加油〜,meta/pr/2020-07-11/2014-07-29 8:15_David.json
hello123,通过,2014-01-14,2014-07-18,2014-07-26 8:00,185 days,"政府中学+Poly,diploma,S Pass，工资2000+. 来新7年。工作8个月申请，审批了6个月，通过，自己申请的。",meta/pr/2020-07-11/2014-07-26 8:00_hello123.json
TJBIAN,,2014-06-12,,2014-07-23 3:19,,"私立中学- ITE-poly 工作一年,sp,薪水1600。来新13年,独生子女。第一次申请,没有公司信,自己申请",meta/pr/2020-07-11/2014-07-23 3:19_TJBIAN.json
lavender,上诉中,2013-08-16,2014-05-08,2014-07-22 3:04,265 days,已婚，个人申请，到申请开始时来新1年。EP工作准证。月薪10K以上，历时10个月被拒。中间从10月份开始，一直到申请被拒有大部分时间在中国，但是还是在新加坡公司工作，working from home。 不知道悲剧的原因是不是在国外太久？大家知不知道上诉的可能性有多大？,meta/pr/2020-07-11/2014-07-22 3:04_lavender.json
Ti Ti,通过,2014-04-24,2014-07-16,2014-07-18 2:11,83 days,Diploma SPass(8 個月) 來新2年半 第一次申請 Salary : S$2500.00,meta/pr/2020-07-11/2014-07-18 2:11_Ti Ti.json
小西,通过,2013-09-09,2014-07-07,2014-07-08 8:21,301 days,夫妻一起申请。主申请人牛津Master 来新两年，月薪10000+ 副申请人中国Degree 来新一年半 月薪2400,meta/pr/2020-07-11/2014-07-08 8:21_小西.json
lbd,通过,2014-02-22,2014-06-18,2014-07-02 2:14,116 days,"P2 pass,来新3年半,2011年技术类申请，拒绝DPR申请被拒。今年2月重新申请，通过。国内重点大学本科，年薪65000",meta/pr/2020-07-11/2014-07-02 2:14_lbd.json
Hmily,通过,2014-02-11,2014-06-27,2014-07-02 14:35,136 days,英国本科＋硕士毕业，来新3年，Epass，月薪3300。先生SC，结婚半年，sponsor，月薪4300.,meta/pr/2020-07-11/2014-07-02 14:35_Hmily.json
QiQi,通过,2014-01-10,2014-06-30,2014-06-30 2:26,171 days,政府中學-ITE-NYP-SPass(8 個月) 來新10年 第一次申請,meta/pr/2020-07-11/2014-06-30 2:26_QiQi.json
wang0103,通过,2012-11-10,2014-03-10,2014-06-21 12:47,485 days,国内211+985本科，NTU Master，电子类， 工作三年，年薪65000。老婆是PR，但是我申请不是通过家属类，而是技术类。申请半年多时政府发邀请信，建议换成家属类，但是由于政府声明需要注册兵役，觉得不太好所以回信拒绝了，继续等技术类。最后还是批准了。,meta/pr/2020-07-11/2014-06-21 12:47_wang0103.json
freeair,通过,2013-11-12,2014-06-20,2014-06-20 4:44,220 days,nus phd毕业，现在nus RA。工作三个月的时候申请的，两个月的时候让补材料。七个月批了。,meta/pr/2020-07-11/2014-06-20 4:44_freeair.json
Young,失败,2013-05-22,2014-06-01,2014-06-19 4:28,375 days,国内本科，申请时来新3年零8个月，part-time NUS 工科硕士，EP月薪3800，硕士毕业已满一年,meta/pr/2020-07-11/2014-06-19 4:28_Young.json
matthew,失败,2013-12-06,,2014-06-18 7:56,,"E pass,来新8年！工作2012年3月正式工作！薪水5000.新加坡本科学历！失败一次。单身。",meta/pr/2020-07-11/2014-06-18 7:56_matthew.json
lol,通过,2013-12-23,2014-06-09,2014-06-18 1:43,168 days,26，男，已婚，大学文凭，来新工作2.5年，薪水超过4千，无需公司support letter，与老婆一起通过，老婆没有在新加坡工作的经验。,meta/pr/2020-07-11/2014-06-18 1:43_lol.json
longxiaoye,通过,2013-10-25,2014-06-16,2014-06-16 5:20,234 days,"已经等了好久，决定来登记一下，希望早点得到结果。老公是主申请人，NTU Ph.D degree, 毕业后公司工作EP，4500+ 。我是拿DP 工作，国内985master毕业教育专业，3500。有个男宝宝。我们来坡已经有5年多，以各种组合申请PR3次，appeal两次……如果这次再失败，我真是就无语了",meta/pr/2020-07-11/2014-06-16 5:20_longxiaoye.json
Kim,通过,20121218,,2014-06-14 8:27,,第五次Family Application。 老婆MOE华文老师，重点师范大学毕业，来新6年，monthly gross salary 2800+。本人一路以来985院校混，经济学博士，国内有过银行和财政部的实习经验，助教职称，来新4年，主申请人，月薪4600。,meta/pr/2020-07-11/2014-06-14 8:27_Kim.json
xiaoyu,通过,2014-02-17,2014-05-29,2014-06-13 14:52,101 days,主申请人phd，附属申请人国内master，来坡约四年,meta/pr/2020-07-11/2014-06-13 14:52_xiaoyu.json
xiang,通过,2013-11-27,2014-06-07,2014-06-10 10:15,192 days,O LEVEL temasek poly毕业 工作6个月申请 起薪2000 现在2200 08年来新 6个月后通过,meta/pr/2020-07-11/2014-06-10 10:15_xiang.json
885,失败,2014-04-02,2014-06-04,2014-06-09 6:18,63 days,来新加坡 3年，夫妻，国内本科，英国硕士，工资分别3000多，NTU,meta/pr/2020-07-11/2014-06-09 6:18_885.json
kaola,通过,2014-01-02,2014-05-28,2014-05-31 3:51,146 days,"老公SC，薪水basic5000,楼主SP$2200",meta/pr/2020-07-11/2014-05-31 3:51_kaola.json
ShawnKoh,通过,2013-12-18,2014-05-31,2014-05-31 13:38,164 days,"Fresh Graduate，2006年来新，政府中学N水准+O水准，2013年义安理工毕业，某本地房企公司工作6个月后申请，非独生子，Basic Salary $2000, Gross $3200.",meta/pr/2020-07-11/2014-05-31 13:38_ShawnKoh.json
Yuki,通过,27.09.13,26.05.14,2014-05-28 1:55,,Apr 13 Poly毕业工作，Sep 13申请， May 14 批。 工资2000无涨薪水。,meta/pr/2020-07-11/2014-05-28 1:55_Yuki.json
陈大宝宝,通过,2013-10-15,2014-05-27,2014-05-27 1:46,224 days,本地POLY毕业工作一年，在新4年，女。,meta/pr/2020-07-11/2014-05-27 1:46_陈大宝宝.json
kericyj,通过,2013-10-12,2014-05-08,2014-05-08 13:13,208 days,"S Pass holder,salary$2800,来新6年，一直在同一公司。老公(SC) sponsor",meta/pr/2020-07-11/2014-05-08 13:13_kericyj.json
snowlady,通过,2013-08-28,2014-05-05,2014-05-06 9:09,250 days,"女，大专学历，来新6年，一直SP, 薪水2500， 老公local, poly毕业，他近10年无CPF紧因为自雇人士，他年收入5万多，我俩于13年5月27日结婚注册，8月28日交材料，14年5月5日查到批准，供参考。",meta/pr/2020-07-11/2014-05-06 9:09_snowlady.json
lazzylazzy,通过,2013-06-20,2014-04-29,2014-05-05 14:36,313 days,政府中学---NYP---Spass($2000) 独生子女,meta/pr/2020-07-11/2014-05-05 14:36_lazzylazzy.json
Kitty1999,通过,2013-12-16,2014-04-07,2014-05-03 12:18,112 days,"来新工作2年多，国内一本，P1, 30+女单独申请(第一次)",meta/pr/2020-07-11/2014-05-03 12:18_Kitty1999.json
龙的传人,通过,2013-10-25,2014-04-28,2014-04-28 3:48,185 days,Spouse sponsored by husband (SC). ROM last Aug and applied for PR in Oct. Total waiting time was 6 months. All the best to those who have applied!,meta/pr/2020-07-11/2014-04-28 3:48_龙的传人.json
zhongwen,通过,2013-10-25,2014-04-28,2014-04-28 1:10,185 days,10年poly毕业，12年澳洲本科回新，底薪3000，终于等到结果啦,meta/pr/2020-07-11/2014-04-28 1:10_zhongwen.json
kalestain,通过,2012-10-20,2013-04-10,2014-04-26 5:38,172 days,"NTU, SM3, Student Pass 转 PR, 但是现在貌似不可以了",meta/pr/2020-07-11/2014-04-26 5:38_kalestain.json
Liu qunzhao,,2014-03-10,,2014-04-25 0:35,,Poly 毕业，工作5个月申请。,meta/pr/2020-07-11/2014-04-25 0:35_Liu qunzhao.json
silieqingkuang,失败,2013-10-29,2014-04-10,2014-04-17 10:17,163 days,"国内重点本科毕业，985,211.25岁，来新工作两年多，EP, basic 3800. 带老婆一起申请，澳洲读书，硕士毕业，在新工作一年多，SP，gross salary 4500+ 选在了她生日的这天递交材料，期待好运。 等到五个月时候悲剧了，下半年再战。",meta/pr/2020-07-11/2014-04-17 10:17_silieqingkuang.json
Diablo,通过,2013-05-18,2014-02-11,2014-04-10 7:34,269 days,"Degree and Diploma , 来新7年了",meta/pr/2020-07-11/2014-04-10 7:34_Diablo.json
